"trip_id","start_time","end_time","headway_secs"
"1025-10-0","05:00:00","05:59:00",600
"1025-10-0","06:00:00","06:59:00",420
"1025-10-0","07:00:00","07:59:00",420
"1025-10-0","08:00:00","08:59:00",420
"1025-10-0","09:00:00","09:59:00",600
"1025-10-0","10:00:00","10:59:00",720
"1025-10-0","11:00:00","11:59:00",720
"1025-10-0","12:00:00","12:59:00",720
"1025-10-0","13:00:00","13:59:00",720
"1025-10-0","14:00:00","14:59:00",720
"1025-10-0","15:00:00","15:59:00",900
"1025-10-0","16:00:00","16:59:00",720
"1025-10-0","17:00:00","17:59:00",720
"1025-10-0","18:00:00","18:59:00",720
"1025-10-0","19:00:00","19:59:00",900
"1025-10-0","20:00:00","20:59:00",900
"1025-10-0","21:00:00","21:59:00",1800
"1025-10-1","05:00:00","05:59:00",1200
"1025-10-1","06:00:00","06:59:00",480
"1025-10-1","07:00:00","07:59:00",420
"1025-10-1","08:00:00","08:59:00",420
"1025-10-1","09:00:00","09:59:00",480
"1025-10-1","10:00:00","10:59:00",720
"1025-10-1","11:00:00","11:59:00",720
"1025-10-1","12:00:00","12:59:00",720
"1025-10-1","13:00:00","13:59:00",1200
"1025-10-1","14:00:00","14:59:00",900
"1025-10-1","15:00:00","15:59:00",720
"1025-10-1","16:00:00","16:59:00",600
"1025-10-1","17:00:00","17:59:00",600
"1025-10-1","18:00:00","18:59:00",600
"1025-10-1","19:00:00","19:59:00",720
"1025-10-1","20:00:00","20:59:00",900
"1025-10-1","21:00:00","21:59:00",1200
"1025-10-1","22:00:00","22:59:00",1800
"1026-10-0","04:00:00","04:59:00",1800
"1026-10-0","05:00:00","05:59:00",900
"1026-10-0","06:00:00","06:59:00",600
"1026-10-0","07:00:00","07:59:00",720
"1026-10-0","08:00:00","08:59:00",720
"1026-10-0","09:00:00","09:59:00",900
"1026-10-0","10:00:00","10:59:00",1800
"1026-10-0","11:00:00","11:59:00",1200
"1026-10-0","12:00:00","12:59:00",900
"1026-10-0","13:00:00","13:59:00",900
"1026-10-0","14:00:00","14:59:00",900
"1026-10-0","15:00:00","15:59:00",900
"1026-10-0","16:00:00","16:59:00",900
"1026-10-0","17:00:00","17:59:00",720
"1026-10-0","18:00:00","18:59:00",720
"1026-10-0","19:00:00","19:59:00",1200
"1026-10-0","20:00:00","20:59:00",1200
"1026-10-0","21:00:00","21:59:00",1200
"1026-10-0","22:00:00","22:59:00",1800
"1026-10-0","23:00:00","23:59:00",1800
"1026-10-1","00:00:00","00:59:00",1800
"1026-10-1","01:00:00","01:59:00",3600
"1026-10-1","04:00:00","04:59:00",3600
"1026-10-1","05:00:00","05:59:00",900
"1026-10-1","06:00:00","06:59:00",720
"1026-10-1","07:00:00","07:59:00",720
"1026-10-1","08:00:00","08:59:00",900
"1026-10-1","09:00:00","09:59:00",900
"1026-10-1","10:00:00","10:59:00",1200
"1026-10-1","11:00:00","11:59:00",1200
"1026-10-1","12:00:00","12:59:00",900
"1026-10-1","13:00:00","13:59:00",900
"1026-10-1","14:00:00","14:59:00",900
"1026-10-1","15:00:00","15:59:00",900
"1026-10-1","16:00:00","16:59:00",900
"1026-10-1","17:00:00","17:59:00",720
"1026-10-1","18:00:00","18:59:00",720
"1026-10-1","19:00:00","19:59:00",900
"1026-10-1","20:00:00","20:59:00",1200
"1026-10-1","21:00:00","21:59:00",1200
"1026-10-1","22:00:00","22:59:00",1200
"1026-10-1","23:00:00","23:59:00",1800
"106A-10-0","00:00:00","00:59:00",3600
"106A-10-0","04:00:00","04:59:00",900
"106A-10-0","05:00:00","05:59:00",360
"106A-10-0","06:00:00","06:59:00",300
"106A-10-0","07:00:00","07:59:00",360
"106A-10-0","08:00:00","08:59:00",360
"106A-10-0","09:00:00","09:59:00",360
"106A-10-0","10:00:00","10:59:00",480
"106A-10-0","11:00:00","11:59:00",480
"106A-10-0","12:00:00","12:59:00",420
"106A-10-0","13:00:00","13:59:00",360
"106A-10-0","14:00:00","14:59:00",420
"106A-10-0","15:00:00","15:59:00",360
"106A-10-0","16:00:00","16:59:00",360
"106A-10-0","17:00:00","17:59:00",420
"106A-10-0","18:00:00","18:59:00",360
"106A-10-0","19:00:00","19:59:00",420
"106A-10-0","20:00:00","20:59:00",420
"106A-10-0","21:00:00","21:59:00",900
"106A-10-0","22:00:00","22:59:00",900
"106A-10-0","23:00:00","23:59:00",1200
"106A-10-1","00:00:00","00:59:00",1800
"106A-10-1","01:00:00","01:59:00",3600
"106A-10-1","05:00:00","05:59:00",600
"106A-10-1","06:00:00","06:59:00",420
"106A-10-1","07:00:00","07:59:00",360
"106A-10-1","08:00:00","08:59:00",360
"106A-10-1","09:00:00","09:59:00",420
"106A-10-1","10:00:00","10:59:00",360
"106A-10-1","11:00:00","11:59:00",360
"106A-10-1","12:00:00","12:59:00",360
"106A-10-1","13:00:00","13:59:00",360
"106A-10-1","14:00:00","14:59:00",360
"106A-10-1","15:00:00","15:59:00",360
"106A-10-1","16:00:00","16:59:00",360
"106A-10-1","17:00:00","17:59:00",420
"106A-10-1","18:00:00","18:59:00",420
"106A-10-1","19:00:00","19:59:00",420
"106A-10-1","20:00:00","20:59:00",420
"106A-10-1","21:00:00","21:59:00",360
"106A-10-1","22:00:00","22:59:00",480
"106A-10-1","23:00:00","23:59:00",900
"107T-10-0","04:00:00","04:59:00",1800
"107T-10-0","05:00:00","05:59:00",600
"107T-10-0","06:00:00","06:59:00",480
"107T-10-0","07:00:00","07:59:00",480
"107T-10-0","08:00:00","08:59:00",720
"107T-10-0","09:00:00","09:59:00",900
"107T-10-0","10:00:00","10:59:00",900
"107T-10-0","11:00:00","11:59:00",600
"107T-10-0","12:00:00","12:59:00",720
"107T-10-0","13:00:00","13:59:00",600
"107T-10-0","14:00:00","14:59:00",720
"107T-10-0","15:00:00","15:59:00",600
"107T-10-0","16:00:00","16:59:00",720
"107T-10-0","17:00:00","17:59:00",720
"107T-10-0","18:00:00","18:59:00",900
"107T-10-0","19:00:00","19:59:00",900
"107T-10-0","20:00:00","20:59:00",900
"107T-10-0","21:00:00","21:59:00",900
"107T-10-0","22:00:00","22:59:00",1200
"107T-10-0","23:00:00","23:59:00",1800
"107T-10-1","00:00:00","00:59:00",1800
"107T-10-1","05:00:00","05:59:00",1800
"107T-10-1","06:00:00","06:59:00",900
"107T-10-1","07:00:00","07:59:00",600
"107T-10-1","08:00:00","08:59:00",480
"107T-10-1","09:00:00","09:59:00",480
"107T-10-1","10:00:00","10:59:00",720
"107T-10-1","11:00:00","11:59:00",900
"107T-10-1","12:00:00","12:59:00",720
"107T-10-1","13:00:00","13:59:00",720
"107T-10-1","14:00:00","14:59:00",720
"107T-10-1","15:00:00","15:59:00",720
"107T-10-1","16:00:00","16:59:00",900
"107T-10-1","17:00:00","17:59:00",900
"107T-10-1","18:00:00","18:59:00",720
"107T-10-1","19:00:00","19:59:00",600
"107T-10-1","20:00:00","20:59:00",720
"107T-10-1","21:00:00","21:59:00",720
"107T-10-1","22:00:00","22:59:00",900
"107T-10-1","23:00:00","23:59:00",900
"107T-31-0","06:00:00","06:59:00",1800
"107T-31-0","07:00:00","07:59:00",3600
"107T-31-1","16:00:00","16:59:00",1800
"107T-31-1","17:00:00","17:59:00",1800
"107T-31-1","18:00:00","18:59:00",1800
"1156-10-0","04:00:00","04:59:00",1800
"1156-10-0","05:00:00","05:59:00",480
"1156-10-0","06:00:00","06:59:00",420
"1156-10-0","07:00:00","07:59:00",420
"1156-10-0","08:00:00","08:59:00",480
"1156-10-0","09:00:00","09:59:00",600
"1156-10-0","10:00:00","10:59:00",600
"1156-10-0","11:00:00","11:59:00",480
"1156-10-0","12:00:00","12:59:00",600
"1156-10-0","13:00:00","13:59:00",600
"1156-10-0","14:00:00","14:59:00",480
"1156-10-0","15:00:00","15:59:00",480
"1156-10-0","16:00:00","16:59:00",480
"1156-10-0","17:00:00","17:59:00",720
"1156-10-0","18:00:00","18:59:00",600
"1156-10-0","19:00:00","19:59:00",600
"1156-10-0","20:00:00","20:59:00",720
"1156-10-0","21:00:00","21:59:00",720
"1156-10-0","22:00:00","22:59:00",720
"1156-10-0","23:00:00","23:59:00",900
"1156-10-1","00:00:00","00:59:00",1200
"1156-10-1","05:00:00","05:59:00",1200
"1156-10-1","06:00:00","06:59:00",720
"1156-10-1","07:00:00","07:59:00",480
"1156-10-1","08:00:00","08:59:00",420
"1156-10-1","09:00:00","09:59:00",420
"1156-10-1","10:00:00","10:59:00",480
"1156-10-1","11:00:00","11:59:00",600
"1156-10-1","12:00:00","12:59:00",600
"1156-10-1","13:00:00","13:59:00",480
"1156-10-1","14:00:00","14:59:00",600
"1156-10-1","15:00:00","15:59:00",600
"1156-10-1","16:00:00","16:59:00",480
"1156-10-1","17:00:00","17:59:00",480
"1156-10-1","18:00:00","18:59:00",600
"1156-10-1","19:00:00","19:59:00",600
"1156-10-1","20:00:00","20:59:00",600
"1156-10-1","21:00:00","21:59:00",720
"1156-10-1","22:00:00","22:59:00",720
"1156-10-1","23:00:00","23:59:00",720
"1156-31-0","06:00:00","06:59:00",1800
"1156-31-0","07:00:00","07:59:00",3600
"1156-31-0","16:00:00","16:59:00",1800
"1156-31-0","17:00:00","17:59:00",3600
"1156-31-1","07:00:00","07:59:00",3600
"1156-31-1","08:00:00","08:59:00",1800
"1156-31-1","17:00:00","17:59:00",3600
"1156-31-1","18:00:00","18:59:00",1800
"1156-31-1","19:00:00","19:59:00",3600
"1177-10-0","04:00:00","04:59:00",1200
"1177-10-0","05:00:00","05:59:00",720
"1177-10-0","06:00:00","06:59:00",720
"1177-10-0","07:00:00","07:59:00",900
"1177-10-0","08:00:00","08:59:00",720
"1177-10-0","09:00:00","09:59:00",720
"1177-10-0","10:00:00","10:59:00",900
"1177-10-0","11:00:00","11:59:00",900
"1177-10-0","12:00:00","12:59:00",900
"1177-10-0","13:00:00","13:59:00",900
"1177-10-0","14:00:00","14:59:00",900
"1177-10-0","15:00:00","15:59:00",900
"1177-10-0","16:00:00","16:59:00",720
"1177-10-0","17:00:00","17:59:00",900
"1177-10-0","18:00:00","18:59:00",900
"1177-10-0","19:00:00","19:59:00",900
"1177-10-0","20:00:00","20:59:00",900
"1177-10-0","21:00:00","21:59:00",1200
"1177-10-0","22:00:00","22:59:00",1200
"1177-10-0","23:00:00","23:59:00",3600
"1177-10-1","05:00:00","05:59:00",1800
"1177-10-1","06:00:00","06:59:00",900
"1177-10-1","07:00:00","07:59:00",1200
"1177-10-1","08:00:00","08:59:00",900
"1177-10-1","09:00:00","09:59:00",720
"1177-10-1","10:00:00","10:59:00",720
"1177-10-1","11:00:00","11:59:00",900
"1177-10-1","12:00:00","12:59:00",900
"1177-10-1","13:00:00","13:59:00",900
"1177-10-1","14:00:00","14:59:00",900
"1177-10-1","15:00:00","15:59:00",720
"1177-10-1","16:00:00","16:59:00",600
"1177-10-1","17:00:00","17:59:00",600
"1177-10-1","18:00:00","18:59:00",720
"1177-10-1","19:00:00","19:59:00",900
"1177-10-1","20:00:00","20:59:00",900
"1177-10-1","21:00:00","21:59:00",720
"1177-10-1","22:00:00","22:59:00",1200
"1177-10-1","23:00:00","23:59:00",1200
"1177-31-0","05:00:00","05:59:00",1800
"1177-31-0","06:00:00","06:59:00",1200
"1177-31-0","07:00:00","07:59:00",3600
"1177-31-1","17:00:00","17:59:00",1800
"1177-31-1","18:00:00","18:59:00",3600
"1177-42-0","05:00:00","05:59:00",1800
"1177-42-0","06:00:00","06:59:00",1800
"1177-42-0","07:00:00","07:59:00",3600
"1178-10-0","04:00:00","04:59:00",720
"1178-10-0","05:00:00","05:59:00",600
"1178-10-0","06:00:00","06:59:00",600
"1178-10-0","07:00:00","07:59:00",720
"1178-10-0","08:00:00","08:59:00",720
"1178-10-0","09:00:00","09:59:00",900
"1178-10-0","10:00:00","10:59:00",900
"1178-10-0","11:00:00","11:59:00",900
"1178-10-0","12:00:00","12:59:00",900
"1178-10-0","13:00:00","13:59:00",900
"1178-10-0","14:00:00","14:59:00",720
"1178-10-0","15:00:00","15:59:00",720
"1178-10-0","16:00:00","16:59:00",900
"1178-10-0","17:00:00","17:59:00",900
"1178-10-0","18:00:00","18:59:00",900
"1178-10-0","19:00:00","19:59:00",900
"1178-10-0","20:00:00","20:59:00",1200
"1178-10-0","21:00:00","21:59:00",900
"1178-10-0","22:00:00","22:59:00",900
"1178-10-0","23:00:00","23:59:00",1800
"1178-10-1","00:00:00","00:59:00",1200
"1178-10-1","05:00:00","05:59:00",1200
"1178-10-1","06:00:00","06:59:00",900
"1178-10-1","07:00:00","07:59:00",900
"1178-10-1","08:00:00","08:59:00",600
"1178-10-1","09:00:00","09:59:00",720
"1178-10-1","10:00:00","10:59:00",720
"1178-10-1","11:00:00","11:59:00",900
"1178-10-1","12:00:00","12:59:00",900
"1178-10-1","13:00:00","13:59:00",900
"1178-10-1","14:00:00","14:59:00",900
"1178-10-1","15:00:00","15:59:00",900
"1178-10-1","16:00:00","16:59:00",720
"1178-10-1","17:00:00","17:59:00",720
"1178-10-1","18:00:00","18:59:00",900
"1178-10-1","19:00:00","19:59:00",720
"1178-10-1","20:00:00","20:59:00",900
"1178-10-1","21:00:00","21:59:00",900
"1178-10-1","22:00:00","22:59:00",900
"1178-10-1","23:00:00","23:59:00",900
"1178-31-0","04:00:00","04:59:00",1800
"1178-31-0","05:00:00","05:59:00",900
"1178-31-0","06:00:00","06:59:00",900
"1178-31-0","07:00:00","07:59:00",900
"1178-31-0","08:00:00","08:59:00",900
"1178-31-0","09:00:00","09:59:00",1200
"1178-31-0","10:00:00","10:59:00",900
"1178-31-0","11:00:00","11:59:00",1200
"1178-31-0","12:00:00","12:59:00",900
"1178-31-0","13:00:00","13:59:00",1200
"1178-31-0","14:00:00","14:59:00",900
"1178-31-0","15:00:00","15:59:00",900
"1178-31-0","16:00:00","16:59:00",1200
"1178-31-0","17:00:00","17:59:00",1200
"1178-31-0","18:00:00","18:59:00",1200
"1178-31-0","19:00:00","19:59:00",1200
"1178-31-0","20:00:00","20:59:00",1200
"1178-31-0","21:00:00","21:59:00",1200
"1178-31-0","22:00:00","22:59:00",1200
"1178-31-0","23:00:00","23:59:00",3600
"1178-31-1","05:00:00","05:59:00",3600
"1178-31-1","06:00:00","06:59:00",1200
"1178-31-1","07:00:00","07:59:00",1200
"1178-31-1","08:00:00","08:59:00",720
"1178-31-1","09:00:00","09:59:00",900
"1178-31-1","10:00:00","10:59:00",1200
"1178-31-1","11:00:00","11:59:00",900
"1178-31-1","12:00:00","12:59:00",1200
"1178-31-1","13:00:00","13:59:00",1200
"1178-31-1","14:00:00","14:59:00",900
"1178-31-1","15:00:00","15:59:00",900
"1178-31-1","16:00:00","16:59:00",900
"1178-31-1","17:00:00","17:59:00",1200
"1178-31-1","18:00:00","18:59:00",900
"1178-31-1","19:00:00","19:59:00",1200
"1178-31-1","20:00:00","20:59:00",900
"1178-31-1","21:00:00","21:59:00",1200
"1178-31-1","22:00:00","22:59:00",1200
"1178-31-1","23:00:00","23:59:00",1200
"1178-32-0","05:00:00","05:59:00",1800
"1178-32-0","06:00:00","06:59:00",1800
"1178-32-0","07:00:00","07:59:00",3600
"1178-33-0","16:00:00","16:59:00",3600
"1178-33-0","17:00:00","17:59:00",1800
"1178-33-0","18:00:00","18:59:00",1800
"1178-42-0","06:00:00","06:59:00",1800
"118C-10-0","04:00:00","04:59:00",900
"118C-10-0","05:00:00","05:59:00",480
"118C-10-0","06:00:00","06:59:00",300
"118C-10-0","07:00:00","07:59:00",600
"118C-10-0","08:00:00","08:59:00",600
"118C-10-0","09:00:00","09:59:00",600
"118C-10-0","10:00:00","10:59:00",600
"118C-10-0","11:00:00","11:59:00",600
"118C-10-0","12:00:00","12:59:00",480
"118C-10-0","13:00:00","13:59:00",480
"118C-10-0","14:00:00","14:59:00",600
"118C-10-0","15:00:00","15:59:00",600
"118C-10-0","16:00:00","16:59:00",480
"118C-10-0","17:00:00","17:59:00",480
"118C-10-0","18:00:00","18:59:00",720
"118C-10-0","19:00:00","19:59:00",600
"118C-10-0","20:00:00","20:59:00",720
"118C-10-0","21:00:00","21:59:00",900
"118C-10-0","22:00:00","22:59:00",1200
"118C-10-0","23:00:00","23:59:00",1800
"118C-10-1","00:00:00","00:59:00",1200
"118C-10-1","05:00:00","05:59:00",1200
"118C-10-1","06:00:00","06:59:00",900
"118C-10-1","07:00:00","07:59:00",720
"118C-10-1","08:00:00","08:59:00",300
"118C-10-1","09:00:00","09:59:00",720
"118C-10-1","10:00:00","10:59:00",600
"118C-10-1","11:00:00","11:59:00",480
"118C-10-1","12:00:00","12:59:00",480
"118C-10-1","13:00:00","13:59:00",600
"118C-10-1","14:00:00","14:59:00",480
"118C-10-1","15:00:00","15:59:00",480
"118C-10-1","16:00:00","16:59:00",420
"118C-10-1","17:00:00","17:59:00",600
"118C-10-1","18:00:00","18:59:00",600
"118C-10-1","19:00:00","19:59:00",600
"118C-10-1","20:00:00","20:59:00",600
"118C-10-1","21:00:00","21:59:00",600
"118C-10-1","22:00:00","22:59:00",600
"118C-10-1","23:00:00","23:59:00",1200
"118C-21-0","06:00:00","06:59:00",1800
"118C-22-0","17:00:00","17:59:00",1200
"118C-22-0","18:00:00","18:59:00",3600
"118C-24-0","22:00:00","22:59:00",900
"118C-41-0","22:00:00","22:59:00",3600
"118Y-10-0","04:00:00","04:59:00",600
"118Y-10-0","05:00:00","05:59:00",360
"118Y-10-0","06:00:00","06:59:00",360
"118Y-10-0","07:00:00","07:59:00",360
"118Y-10-0","08:00:00","08:59:00",420
"118Y-10-0","09:00:00","09:59:00",480
"118Y-10-0","10:00:00","10:59:00",480
